accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample_name	fermented_food
7857_233_S252	AlvarezOrdonezA_xxxx__Q05-22__bin.10	0.0107	99.15	0.036	Q05-22_k141_1743	99.32659933	0.168350168	17	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Idiomarina	Idiomarina spp.	FF0233_winnimere_cheese	cheese
7857_233_S252	C-R06.bin.10	0.0133	99.08	0.035	C-R06.bin.10_NODE_57_length_120515_cov_8.20535	91.62	1.35	147	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus	Proteus vulgaris	FF0233_winnimere_cheese	cheese
7857_233_S252	AlvarezOrdonezA_xxxx__Q02-30__bin.22	0.0085	100	0.016	Q02-30_k141_3773	97.05423052	2.24956302	237	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella ornithinolytica	FF0233_winnimere_cheese	cheese
7857_141_S206	GCF_009913915.1_ASM991391v1_genomic	24.7316	99.82	82	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	14.704	99.73	59	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	FalardeauJ_2023__SRR20811279__bin.3	20.0587	99.65	44	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967740__bin.10	5.6663	99.69	20	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_xxxx__AF84__bin.19	2.8753	99.42	13.033	AF84_k141_917	94.58987784	3.403141361	221	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc_B	Leuconostoc B fallax	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967740__bin.11	4.9051	100	12.903	ERS3967740_k141_286	99.375	0.78125	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	Secundilactobacillus silagei	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_xxxx__AF66__bin.13	2.3635	98.79	12.566	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	FranciosaI_2021__SRR12227952__bin.4	4.7389	97.78	10.687	NODE_4_length_136482_cov_25.9989_ID_213579	89.95	0.97	167	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus paraplantarum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_001435525.1_ASM143552v1_genomic	3.5686	99.91	8.237	"GCF_001435525.1_ASM143552v1_genomic_NZ_AZDP01000049.1 Levilactobacillus koreensis JCM 16448 NODE_100, whole genome shotgun sequence"	99.38	0.62	98	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus koreensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967741__bin.9	2.0041	99.04	7.379	ERS3967741_k141_666	99.12609238	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gasicomitatum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967692__bin.3	2.3411	99.81	5.98	ERS3967692_k141_68	83.13443073	3.395061728	507	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus spp.	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MotaGutierrezJ_2021__SRR11602150__bin.9	1.7358	98.22	5.12	NODE_36_length_112572_cov_15.0000_ID_47355	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	1.2562	99.33	4.419	"ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome"	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_005404945.1_ASM540494v1_genomic	1.6846	97.17	3.971	"GCF_005404945.1_ASM540494v1_genomic_NZ_BJDG01000001.1 Lactiplantibacillus pingfangensis strain 382-1 contig1, whole genome shotgun sequence"	99.38	1.23	59	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pingfangensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	1.1138	97.15	3.741	"ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome"	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967691__bin.13	1.0533	97.93	3.688	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MAG_501	0.5042	99.44	1.504	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967722__bin.12	0.1737	99.4	1.075	ERS3967722_k141_2919	80.01953125	0.3125	15	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus sp937874695	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_000298875.1_ASM29887v1_genomic	0.2207	97.99	0.796	"GCF_000298875.1_ASM29887v1_genomic_NC_018631.1 Leuconostoc gelidum JB7, complete sequence"	99.44	0.19	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc gelidum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	YasirM_2022__SRR18335011__bin.1	0.3077	98.06	0.616	NODE_1_length_110556_cov_44.9620_ID_22529	100	1.26	262	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus pentosus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LandisEA_2021__SRS5653333__bin.1	0.2131	98.3	0.587	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_007991935.1_ASM799193v1_genomic	0.2478	98.63	0.584	"GCF_007991935.1_ASM799193v1_genomic_NZ_BJZH01000001.1 Companilactobacillus nantensis strain NBRC 107153 sequence001, whole genome shotgun sequence"	99.48	1.31	155	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus nantensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	KharnaiorP_2023__SRR22859379__bin.8	0.103	99.03	0.442	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	0.1291	96.71	0.44	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967742__bin.3	0.7138	99.78	0.421	ERS3967742_k141_58	93.4	1.4	1616	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania	Kazachstania barnettii	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MAG_116	0.0648	98.73	0.389	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	EBC_080.1	0.2369	98.96	0.34	EBC_080.1_EBC_080_scaffold_1281	96.07	3.48	35	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia persicina	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967699__bin.1	0.245	98.09	0.336	ERS3967699_k141_136	98.68852459	0.511839709	59	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella rivi	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	DeFilippisF_xxxx__DF_100__bin.11	0.103	96.38	0.336	DF_100_k141_184	96.98113208	1.682389937	94	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A carnosus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_001434985.1_ASM143498v1_genomic	0.1085	98.79	0.291	"GCF_001434985.1_ASM143498v1_genomic_NZ_AZES01000005.1 Companilactobacillus paralimentarius DSM 13238 = JCM 10415 strain DSM 13238 NODE_10, whole genome shotgun sequence"	99.48	1.15	142	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus paralimentarius	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	FontanaF_2023__SRR20746866__bin.6	0.0799	99.08	0.267	NODE_1_length_116121_cov_33.0000_ID_1072	100	0.15	91	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A raffinolactis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	0.1071	98.06	0.251	WK062-2-G-48h-05H5_S120_k141_82	98	0.15625	387	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_001436255.1_ASM143625v1_genomic	0.1048	99.99	0.251	"GCF_001436255.1_ASM143625v1_genomic_NZ_AZEI01000007.1 Lentilactobacillus rapi DSM 19907 = JCM 15042 strain DSM 19907 NODE_10, whole genome shotgun sequence"	98.94	0.21	82	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus rapi	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_005405125.1_ASM540512v1_genomic	0.1075	95.21	0.242	"GCF_005405125.1_ASM540512v1_genomic_NZ_BJDL01000001.1 Lactiplantibacillus songbeiensis strain 398-2 contig1, whole genome shotgun sequence"	99.02	2.62	50	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus songbeiensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	XieM_2019__SAMC044639__bin.32	0.1546	99.05	0.23	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_003946095.1_ASM394609v1_genomic	0.0687	95.56	0.201	"GCF_003946095.1_ASM394609v1_genomic_NZ_RHOD01000001.1 Levilactobacillus lindianensis strain 220-4 contig1, whole genome shotgun sequence"	99.38	0.21	64	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus lindianensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	DeFilippisF_xxxx__DF_30__bin.3	0.0657	96.91	0.2	DF_30_k141_145	99.0625	0	101	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus buchneri	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	YouL_2022__SRR13308526__bin.24	0.1225	98.47	0.183	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_xxxx__AF68__bin.3	0.0698	97.44	0.178	AF68_k141_2037	97.2826087	2.581521739	150	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	Paucilactobacillus vaccinostercus	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_005404815.1_ASM540481v1_genomic	0.0784	97.58	0.177	"GCF_005404815.1_ASM540481v1_genomic_NZ_BJDF01000001.1 Companilactobacillus huachuanensis strain 395-6.2 scaffold1, whole genome shotgun sequence"	99.48	1.05	57	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus huachuanensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MASTER_WP4_UNINA_1__FI010_71775__bin.21	0.062	97.35	0.176	FI010_71775_k141_8995	92.38163598	1.047120419	77	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus alimentarius	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	GCF_008632615.1_ASM863261v1_genomic	0.0572	99.08	0.173	"GCF_008632615.1_ASM863261v1_genomic_NZ_CP043939.1 Paucilactobacillus nenjiangensis strain SH-Y15 chromosome, complete genome"	98.91	0.27	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	Paucilactobacillus nenjiangensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MASTER_WP4_TEAGASC_1__TGS08-29__bin.64	0.1236	97.93	0.159	TGS08-29_k141_17440	98.21428571	0.558035714	27	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia	Serratia liquefaciens	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	EBC_147.23	0.1229	97.88	0.157	EBC_147.23_EBC_147_scaffold_41	77.74	0.86	315	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella aceris	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	FontanaF_2023__SRR20746951__bin.4	0.0548	98.43	0.133	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MAG_515	0.0394	96.02	0.119	MAG_515_0	70.87	5.17	441	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus sunkii	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	CM_UNINA_FFOOD__FFOOD_229__bin.10	0.0244	95.94	0.107	NODE_1_length_371145_cov_15.9998_ID_63609	99.85	0.07	21	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc carnosum	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LiZ_2019__SRS3379157__bin.3	0.0722	97.99	0.104	SRS3379157_k141_320	99.44609788	0.639880952	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter mori	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	DeFilippisF_xxxx__DS_69__bin.5	0.0344	98.75	0.096	DS_69_k141_7359	98.35894838	0.17452007	78	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus nodensis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MASTER_WP4_FFoQSI_2__VB16-22__bin.7	0.0395	98.41	0.095	VB16-22_k141_485	98.68421053	0	70	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Kocuria	Kocuria salsicia	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_2020__ERS3967711__bin.13	0.0715	98.19	0.093	ERS3967711_k141_339	97.20470786	1.950169139	233	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella variigena	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	LeechJ_xxxx__AF84__bin.30	0.0608	98.46	0.093	AF84_k141_2549	98.68519585	0.664457071	90	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia amnigena	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	AlvarezOrdonezA_xxxx__Q04-21__bin.16	0.069	96.9	0.092	Q04-21_k141_3887	98.64480874	0.118397086	52	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella	Rahnella inusitata	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	MAG_178	0.0283	96.63	0.088	MAG_178_0	100	0.75	94	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus parauberis	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_141_S206	C-R06.bin.10	0.0088	100	0.016	C-R06.bin.10_NODE_57_length_120515_cov_8.20535	91.62	1.35	147	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus	Proteus vulgaris	FF0141_local_culture_beet_+_fennel	sauerkraut
7857_165_S218	GCA_008274985.1_ASM827498v1_genomic	98.4648	95.58	20	GCA_008274985.1_ASM827498v1_genomic_CP035530.1 Aspergillus sojae strain SMF134 chromosome 1	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	Aspergillus sojae	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	KumarJ_2019__SRS4562503__bin.5	0.5788	99.7	1.684	SRS4562503_k141_89	98.89502762	1.657458564	60	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus gallinarum	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	YulandiA_2020__SRS6115052__bin.21	0.3022	99.28	1.326	SRS6115052_k141_129	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella paramesenteroides	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.1654	99.69	0.76	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	0.1295	95.82	0.528	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MAG_116	0.0692	97.44	0.496	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.0893	99.44	0.427	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	LiZ_2018__SRS2920551__bin.19	0.0783	97.37	0.383	SRS2920551_k99_2779	58.62068966	0.862068966	208	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus kloosii	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	CM_UNINA_FFOOD__FFOOD_245__bin.2	0.0221	96.13	0.118	NODE_1_length_160535_cov_17.2789_ID_55527	99.58	0.22	34	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc lactis	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MAG_501	0.0275	97.1	0.098	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	FontanaF_2023__SRR20746951__bin.4	0.0289	96.35	0.084	NODE_1_length_333540_cov_36.9994_ID_1661	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	FalardeauJ_2023__SRR20811279__bin.3	0.0258	96.98	0.067	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_165_S218	MAG_594	0.0184	97.21	0.058	MAG_594_0	94.48	2.39	100	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus	Mammaliicoccus sciuri	FF0165_yabajurushi_tsubu_jikomi_miso	miso
7857_246_S265	MAG_501	97.7057	99.88	364	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0246_viili_yogurt	yogurt
7857_246_S265	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.6391	98.49	3.074	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	FF0246_viili_yogurt	yogurt
7857_246_S265	GCF_009913915.1_ASM991391v1_genomic	0.7405	98.3	3.067	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0246_viili_yogurt	yogurt
7857_246_S265	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	0.5003	99.56	1.802	"ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence"	100	0.19	233	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	FF0246_viili_yogurt	yogurt
7857_246_S265	LeechJ_xxxx__AF15__bin.4	0.2072	97.2	0.469	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	FF0246_viili_yogurt	yogurt
7857_246_S265	MAG_107	0.063	97.71	0.421	MAG_107_0	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A cereus	FF0246_viili_yogurt	yogurt
7857_246_S265	SRR10454491C1008_acetobacter_assembly	0.1043	98.17	0.292	SRR10454491C0	100	0	9	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter spp.	FF0246_viili_yogurt	yogurt
7857_246_S265	FontanaF_2023__SRR20746979__bin.3	0.0399	97.9	0.2	NODE_10_length_61143_cov_28.9945_ID_1888	99.85	0.07	165	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	FF0246_viili_yogurt	yogurt
7857_151_S213	LeechJ_2020__ERS3967740__bin.11	22.1373	100	36	ERS3967740_k141_286	99.375	0.78125	31	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus	Secundilactobacillus silagei	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	FalardeauJ_2023__SRR20811279__bin.3	23.5975	99.44	32	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	GCF_009913915.1_ASM991391v1_genomic	14.6361	99.63	30	"GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome"	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	LeechJ_xxxx__AF84__bin.19	5.7099	99.49	16	AF84_k141_917	94.58987784	3.403141361	221	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc_B	Leuconostoc B fallax	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	7.3564	99.55	16	"ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome"	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	LeechJ_2020__ERS3967740__bin.10	6.8743	99.78	15	ERS3967740_k141_2100	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus parvulus	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	MAG_501	3.4934	99.21	6.442	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	LeechJ_xxxx__AF66__bin.13	1.6865	98.64	5.544	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	FF0151_farmhouse_culture_kraut	sauerkraut
7857_151_S213	LeechJ_2020__ERS3967692__bin.3	2.8024	99.68	4.425	ERS3967692_k141_68	83.13443073	3.395061728	507	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus spp.	FF0151_farmhouse_culture_kraut	sauerkraut
